task,seed,outer_fold,condition,model,pearson,rmse,mae,n_train,n_test
working_memory,1,4,R0,FC,0.25915044405047016,11.584411086891313,8.701619924197324,330,82
working_memory,1,4,R0,SC,0.1880710165876515,11.300480125656815,8.86949953956614,330,82
working_memory,1,4,R0,FP,0.3165529865429253,10.587709541268486,8.088440002793883,330,82
working_memory,1,4,R0,fused,0.28575138236236153,10.711727167521708,8.283822561404769,330,82
working_memory,1,4,R0,equal_weight,0.2840966121904766,10.648422094055423,8.271327825245372,330,82
working_memory,2,0,R0,FC,0.33633522058744836,12.801379231240663,10.585895526824556,329,83
working_memory,2,0,R0,SC,0.14680313951390953,12.773319090568899,10.7992868901525,329,83
working_memory,2,0,R0,FP,0.3386990663981867,12.71456633036315,10.510918674031892,329,83
working_memory,2,0,R0,fused,0.34254501074393084,12.326888329195821,10.097655797001096,329,83
working_memory,2,0,R0,equal_weight,0.3372998154851362,11.846892763815633,9.636909653740977,329,83
working_memory,2,1,R0,FC,0.36602557910438005,11.46037854755019,9.36400566789761,329,83
working_memory,2,1,R0,SC,0.19298499084545145,11.47370910974906,9.329511076590814,329,83
working_memory,2,1,R0,FP,0.3861855533014258,10.397958563217362,8.38847343482711,329,83
working_memory,2,1,R0,fused,0.37379220425452986,11.077490997358616,9.015587617796847,329,83
working_memory,2,1,R0,equal_weight,0.379868025337987,10.365204587291258,8.47926187618056,329,83
working_memory,2,2,R0,FC,0.26177983450531245,13.097718345761852,10.185070601357069,330,82
working_memory,2,2,R0,SC,0.13045294930776022,12.15196265514668,9.602792313882993,330,82
working_memory,2,2,R0,FP,0.2518524864879762,11.906655711671199,9.20785394451173,330,82
working_memory,2,2,R0,fused,0.270621910843033,12.223890306721698,9.446649580663168,330,82
working_memory,2,2,R0,equal_weight,0.27149567184809276,11.510851495725888,9.053167298988788,330,82
working_memory,2,3,R0,FC,0.27429204345693337,12.110199729884673,9.853876113749502,330,82
working_memory,2,3,R0,SC,0.2602030814016132,11.237849169200711,9.556014525580801,330,82
working_memory,2,3,R0,FP,0.2970317940536793,10.955796538068832,9.41053024719191,330,82
working_memory,2,3,R0,fused,0.29909869675467377,11.399317571356336,9.333254911371633,330,82
working_memory,2,3,R0,equal_weight,0.3217508318711218,10.999045187330847,9.235804026336195,330,82
working_memory,2,4,R0,FC,0.2328051661020903,12.06732174960654,9.827188706921913,330,82
working_memory,2,4,R0,SC,0.03266357714682908,12.19528734184252,9.502382390788533,330,82
working_memory,2,4,R0,FP,0.25077713696264226,10.95635625394882,9.039099018180115,330,82
working_memory,2,4,R0,fused,0.19375360506499126,11.178589644003182,8.911311901004431,330,82
working_memory,2,4,R0,equal_weight,0.19375360506499126,11.178589644003182,8.911311901004431,330,82
working_memory,3,0,R0,FC,0.16178700074653538,11.44663321248821,9.710457178039363,329,83
working_memory,3,0,R0,SC,0.14503629664146206,10.488011964086983,8.51415615263242,329,83
working_memory,3,0,R0,FP,0.23432069483441909,10.054323953018622,8.560607975946512,329,83
working_memory,3,0,R0,fused,0.19824777835079976,10.080811614777705,8.405672472303742,329,83
working_memory,3,0,R0,equal_weight,0.1975965889111228,10.12392878111596,8.442089131087466,329,83
working_memory,3,1,R0,FC,0.13672259970906078,13.912617491150696,11.67243746245386,329,83
working_memory,3,1,R0,SC,0.14391514556941717,12.973851903833829,10.994247992409905,329,83
working_memory,3,1,R0,FP,0.16706819876024664,12.879121030496549,11.091806049692817,329,83
working_memory,3,1,R0,fused,0.17837269036692815,12.763348897596458,10.904200106392874,329,83
working_memory,3,1,R0,equal_weight,0.18561426497173106,12.63021471037545,10.800283715151357,329,83
working_memory,3,2,R0,FC,0.13799033953099718,13.85993567231044,11.398909844445312,330,82
working_memory,3,2,R0,SC,0.015187945699944638,13.308977690958285,10.521067213323125,330,82
working_memory,3,2,R0,FP,0.15317390417016802,12.565027900353062,9.946771248051327,330,82
working_memory,3,2,R0,fused,0.1242724595290071,12.836436092815822,10.11636207437607,330,82
working_memory,3,2,R0,equal_weight,0.10896322095023056,12.66272328203238,9.869261277063897,330,82
working_memory,3,3,R0,FC,0.49680163168673885,10.441939429255276,8.252199186361286,330,82
working_memory,3,3,R0,SC,0.27776944495556943,11.822095568877748,9.642974999338033,330,82
working_memory,3,3,R0,FP,0.47564202934589106,10.856475692788187,8.906200239635687,330,82
working_memory,3,3,R0,fused,0.49680163168673885,10.441939429255276,8.252199186361286,330,82
working_memory,3,3,R0,equal_weight,0.4575857645615943,10.588681913347626,8.558213858471282,330,82
working_memory,3,4,R0,FC,0.3647372701336913,12.109710730506002,9.70940420241633,330,82
working_memory,3,4,R0,SC,0.059176055671054426,11.885404443432375,9.558159548335377,330,82
working_memory,3,4,R0,FP,0.37261355615132585,10.731113902958217,8.317227057339732,330,82
working_memory,3,4,R0,fused,0.38099308990868547,10.511415964086046,8.100159422828701,330,82
working_memory,3,4,R0,equal_weight,0.37586878663551304,10.418007316839677,8.029735088798962,330,82
working_memory,4,0,R0,FC,0.08741895181732796,13.650730164174018,11.260384578581773,329,83
working_memory,4,0,R0,SC,0.06017590163721376,12.14189657659608,9.794658826293741,329,83
working_memory,4,0,R0,FP,0.17928809863270456,11.48207119615525,9.354839729676462,329,83
working_memory,4,0,R0,fused,0.09643848271698525,12.315993979598879,10.05107808773298,329,83
working_memory,4,0,R0,equal_weight,0.09923410009197536,11.811964499250283,9.528129305816899,329,83
working_memory,4,1,R0,FC,0.20017163492264634,12.944102512208595,10.2410062048859,329,83
working_memory,4,1,R0,SC,0.3022740513703532,11.373318075495401,9.331653561245673,329,83
working_memory,4,1,R0,FP,0.19957962886102404,11.98699355492136,9.438427100347312,329,83
working_memory,4,1,R0,fused,0.24464056410694468,12.069681595938912,9.539154346740938,329,83
working_memory,4,1,R0,equal_weight,0.31268368566278537,11.234405746589514,9.173266946512372,329,83
working_memory,4,2,R0,FC,0.29823865423951523,11.623529268739704,9.553155014586133,330,82
working_memory,4,2,R0,SC,-0.03897620629042424,12.327692914961588,10.282657331172627,330,82
working_memory,4,2,R0,FP,0.2055915225731353,10.694132902009494,8.80237171822312,330,82
working_memory,4,2,R0,fused,0.2804024969326334,11.1832097546808,9.361319430568507,330,82
working_memory,4,2,R0,equal_weight,0.2128464348137576,11.071481823562205,9.362552171238695,330,82
working_memory,4,3,R0,FC,0.17682921462162637,13.241110276168705,10.74512490760744,330,82
working_memory,4,3,R0,SC,0.15607906424959012,12.696101793570184,10.089735773794311,330,82
working_memory,4,3,R0,FP,0.2292561031674095,12.193295412166982,9.973653040700452,330,82
working_memory,4,3,R0,fused,0.21058871160672896,12.31646553810005,9.957850224116976,330,82
working_memory,4,3,R0,equal_weight,0.21973756813117207,12.154301602197545,9.73853299613147,330,82
working_memory,4,4,R0,FC,0.36816521268257374,11.385884428616848,9.281915392588974,330,82
working_memory,4,4,R0,SC,0.11436543989085651,12.35789757283086,10.127954306739062,330,82
working_memory,4,4,R0,FP,0.42077512525018546,10.704899151628235,8.825316625862852,330,82
working_memory,4,4,R0,fused,0.36816521268257374,11.385884428616848,9.281915392588974,330,82
working_memory,4,4,R0,equal_weight,0.3642133919496844,10.883890489896494,8.788841828041633,330,82
working_memory,5,0,R0,FC,0.2275645719385427,12.8680164152553,9.58151541790263,329,83
working_memory,5,0,R0,SC,-0.14917927631050604,14.128116025100887,11.296471306456501,329,83
working_memory,5,0,R0,FP,0.2655782285980121,11.853777843669011,9.068890642683655,329,83
working_memory,5,0,R0,fused,0.0875779104861454,12.71704895772808,10.01417418808315,329,83
working_memory,5,0,R0,equal_weight,0.0875779104861454,12.71704895772808,10.01417418808315,329,83
working_memory,5,1,R0,FC,0.25978687513640664,12.6013194059408,10.412730486817845,329,83
working_memory,5,1,R0,SC,0.03171382666493764,12.99924580390622,10.794201744518215,329,83
working_memory,5,1,R0,FP,0.3144892199577086,11.598697105125508,9.486239353729616,329,83
working_memory,5,1,R0,fused,0.24297635693313846,12.045306894251489,9.895944474969758,329,83
working_memory,5,1,R0,equal_weight,0.21826034946832112,12.037837570989836,9.976038010748645,329,83
working_memory,5,2,R0,FC,0.08523015635513881,13.926937024991219,10.987684324370829,330,82
working_memory,5,2,R0,SC,0.12305426550718643,11.162286627407068,8.817015979388744,330,82
working_memory,5,2,R0,FP,0.08663039411497782,13.802531172134128,10.875315894699053,330,82
working_memory,5,2,R0,fused,0.12155530142486634,11.573595361102807,9.272795260827312,330,82
working_memory,5,2,R0,equal_weight,0.12600570705033692,11.410042621004335,9.15408403840924,330,82
working_memory,5,3,R0,FC,0.38226567496803676,11.810345591704372,9.856142449547553,330,82
working_memory,5,3,R0,SC,0.04861221583860488,13.030209025479596,10.671688155503338,330,82
working_memory,5,3,R0,FP,0.38665213012905464,10.871015273896427,8.950859935006605,330,82
working_memory,5,3,R0,fused,0.25891554564309904,11.50276132233811,9.32344095230619,330,82
working_memory,5,3,R0,equal_weight,0.3245337296609305,11.185303738128026,8.998278605823446,330,82
working_memory,5,4,R0,FC,0.1658775144567571,12.5939183374014,10.51598770804133,330,82
working_memory,5,4,R0,SC,0.2290078258362625,11.633606189663553,9.33402415831521,330,82
working_memory,5,4,R0,FP,0.2123222285401347,11.454053853990048,9.478109852906147,330,82
working_memory,5,4,R0,fused,0.1836539598602036,12.160892080823244,10.119826986539765,330,82
working_memory,5,4,R0,equal_weight,0.2573583052788664,11.120261624538534,9.137886865262622,330,82
working_memory,6,0,R0,FC,0.27060377374621086,12.308192511086066,9.97685810496089,329,83
working_memory,6,0,R0,SC,0.15174256143125162,12.105997416769096,10.110971469652778,329,83
working_memory,6,0,R0,FP,0.22695504398063013,11.84685274482292,9.72096770225305,329,83
working_memory,6,0,R0,fused,0.2822195947659015,11.763818433018068,9.54919168163941,329,83
working_memory,6,0,R0,equal_weight,0.2830548327322491,11.405732902827832,9.302073229985218,329,83
working_memory,6,1,R0,FC,0.1572188636916686,12.61208655992124,10.17418658988994,329,83
working_memory,6,1,R0,SC,0.20921801059805267,10.894235367416083,8.654438992415573,329,83
working_memory,6,1,R0,FP,0.18400035093839187,11.159717890055488,9.078261910815097,329,83
working_memory,6,1,R0,fused,0.20424269161796915,11.15247046653069,8.989277997899334,329,83
working_memory,6,1,R0,equal_weight,0.236777058908579,10.583095097344856,8.47808014537425,329,83
working_memory,6,2,R0,FC,0.005948440502796897,14.190395798795011,11.687228316289168,330,82
working_memory,6,2,R0,SC,-0.0007369131139800221,13.088936975999749,11.102639687956312,330,82
working_memory,6,2,R0,FP,0.03523461351764285,12.91437147375,10.925754236242458,330,82
working_memory,6,2,R0,fused,0.0056204715575292954,13.704412848830042,11.356806923236235,330,82
working_memory,6,2,R0,equal_weight,0.003934016520363501,12.98460603734001,10.964827293359775,330,82
working_memory,6,3,R0,FC,0.3702842544768581,11.039288675052578,8.628985803636665,330,82
working_memory,6,3,R0,SC,0.18272493772729825,11.160182770916144,8.290233519024438,330,82
working_memory,6,3,R0,FP,0.3373432317379194,10.418796511269475,8.010877652983302,330,82
working_memory,6,3,R0,fused,0.37532867299966677,10.595253511189293,8.229783186603246,330,82
working_memory,6,3,R0,equal_weight,0.36163465821341745,10.177532552133405,7.671414424557008,330,82
working_memory,6,4,R0,FC,0.4073367203901036,11.97963208477304,10.338590691698155,330,82
working_memory,6,4,R0,SC,0.180614150560036,12.684894611726769,10.270579963065561,330,82
working_memory,6,4,R0,FP,0.4574118821226376,11.107902927207542,9.36421767974194,330,82
working_memory,6,4,R0,fused,0.36031544842981156,11.639564097919486,9.601156366925677,330,82
working_memory,6,4,R0,equal_weight,0.42007032699052105,11.320388696895261,9.49876913588235,330,82
working_memory,7,0,R0,FC,0.24928813164441166,12.651471157711121,9.896975837492839,329,83
working_memory,7,0,R0,SC,0.1869174792165601,12.156643322760049,9.122388821230434,329,83
working_memory,7,0,R0,FP,0.22310314792111585,11.686917002707007,9.049373560836381,329,83
working_memory,7,0,R0,fused,0.24928813164441166,12.651471157711121,9.896975837492839,329,83
working_memory,7,0,R0,equal_weight,0.2880259297196737,11.62692993438679,8.777493666901869,329,83
working_memory,7,1,R0,FC,0.28346807103558364,11.873686305621147,9.855812704741025,329,83
working_memory,7,1,R0,SC,-0.03958644103302229,12.223495553532242,10.023740963098513,329,83
working_memory,7,1,R0,FP,0.3145302668497019,10.565938352265496,8.880766845615744,329,83
working_memory,7,1,R0,fused,0.26867848282712536,11.039661513909302,9.11440001738209,329,83
working_memory,7,1,R0,equal_weight,0.2181094751893055,10.812443254786425,8.880639877615025,329,83
working_memory,7,2,R0,FC,0.09037570773686981,13.961555784424144,10.969690983923234,330,82
working_memory,7,2,R0,SC,0.14723377790419007,12.452449099854169,10.083959299058213,330,82
working_memory,7,2,R0,FP,0.14797128600460796,12.45979050924665,9.921926931404,330,82
working_memory,7,2,R0,fused,0.13485473844840867,12.442594034390137,9.809264046457285,330,82
working_memory,7,2,R0,equal_weight,0.14631221992164728,12.240311670562459,9.652807813797258,330,82
working_memory,7,3,R0,FC,0.3794883880326916,11.787390572174626,9.765189734653617,330,82
working_memory,7,3,R0,SC,0.03803258943150366,13.01953331965814,10.781937788831122,330,82
working_memory,7,3,R0,FP,0.4214087652736896,10.672133400744366,9.205009828975385,330,82
working_memory,7,3,R0,fused,0.3031651263422722,11.323311631492876,9.436774484918942,330,82
working_memory,7,3,R0,equal_weight,0.32091953249941324,11.243262791379276,9.36405608377556,330,82
working_memory,7,4,R0,FC,0.20895147194728272,12.87878466631738,10.598285196127572,330,82
working_memory,7,4,R0,SC,0.10384239284118463,12.077722991829589,9.968532762854917,330,82
working_memory,7,4,R0,FP,0.2499594879080729,11.619531725801393,9.562547790300018,330,82
working_memory,7,4,R0,fused,0.22425713634345945,11.770809547075393,9.682512165339622,330,82
working_memory,7,4,R0,equal_weight,0.22503255337426303,11.423391731068932,9.47228567801958,330,82
working_memory,8,0,R0,FC,0.3150832135060667,11.608263496146703,9.534391879324303,329,83
working_memory,8,0,R0,SC,0.11127082994516836,12.122921708350255,9.831690306075007,329,83
working_memory,8,0,R0,FP,0.19535013644964017,11.342627811843185,9.180647714328542,329,83
working_memory,8,0,R0,fused,0.2993273817691149,11.063792379215505,8.942000304885307,329,83
working_memory,8,0,R0,equal_weight,0.2993273817691149,11.063792379215505,8.942000304885307,329,83
working_memory,8,1,R0,FC,0.23293169935528715,12.814521965048922,10.596374074331148,329,83
working_memory,8,1,R0,SC,0.3089211249010387,11.082791273303394,9.01321320994935,329,83
working_memory,8,1,R0,FP,0.26574572896705684,11.562001885917002,9.687083760366388,329,83
working_memory,8,1,R0,fused,0.2585068530385697,12.11042750891624,10.018422907294449,329,83
working_memory,8,1,R0,equal_weight,0.32443488598305387,11.012764247733937,9.053701420357452,329,83
working_memory,8,2,R0,FC,0.4194469021111399,10.9347442530954,8.53172448334681,330,82
working_memory,8,2,R0,SC,0.1777128248224245,11.495264781933848,9.467791994577194,330,82
working_memory,8,2,R0,FP,0.42151313644916844,10.889399672115104,8.494018632323593,330,82
working_memory,8,2,R0,fused,0.42660700203543234,10.212995013174503,8.163779403857767,330,82
working_memory,8,2,R0,equal_weight,0.41446791684329887,10.21011138152808,8.341351834952059,330,82
working_memory,8,3,R0,FC,0.2966038107357877,12.534535024669456,10.11824942787959,330,82
working_memory,8,3,R0,SC,0.2743910173809332,11.364885524119057,8.940719826601123,330,82
working_memory,8,3,R0,FP,0.2975654758095535,12.478274589340185,10.075893940898933,330,82
working_memory,8,3,R0,fused,0.2966038107357877,12.534535024669456,10.11824942787959,330,82
working_memory,8,3,R0,equal_weight,0.3611863479130355,10.79241905093707,8.847746293889076,330,82
working_memory,8,4,R0,FC,0.26469331106661875,12.318241954801413,9.84085472981546,330,82
working_memory,8,4,R0,SC,0.03998996515734923,12.59602539968044,10.418819996669233,330,82
working_memory,8,4,R0,FP,0.291366244157482,11.456425273379788,9.185699274401541,330,82
working_memory,8,4,R0,fused,0.24162731809344445,11.54283960914112,9.370542465612772,330,82
working_memory,8,4,R0,equal_weight,0.23171518132682892,11.54836951582708,9.40604651512771,330,82
working_memory,9,0,R0,FC,0.46946514724909716,11.320981501972962,9.217331722800242,329,83
working_memory,9,0,R0,SC,0.1559632693949845,12.804769301458833,10.269608592969112,329,83
working_memory,9,0,R0,FP,0.47406812470724813,10.98101198626192,8.773831249200756,329,83
working_memory,9,0,R0,fused,0.46946514724909716,11.320981501972962,9.217331722800242,329,83
working_memory,9,0,R0,equal_weight,0.4338484942138605,11.272160858617658,8.749692203360006,329,83
working_memory,9,1,R0,FC,0.1868962487356066,13.16968552359939,10.064913256934235,329,83
working_memory,9,1,R0,SC,0.026232912222491637,12.324804974248744,10.494601290297405,329,83
working_memory,9,1,R0,FP,0.18982097757310173,13.072460334295966,10.007859647401034,329,83
working_memory,9,1,R0,fused,0.18324921765034208,11.578084080363901,9.340335916018796,329,83
working_memory,9,1,R0,equal_weight,0.17830544095522813,11.518467115453912,9.356797493321954,329,83
working_memory,9,2,R0,FC,0.22595221665816115,12.09492264971399,9.641486881374682,330,82
working_memory,9,2,R0,SC,0.21382871902267028,11.667885272438024,9.322833358196558,330,82
working_memory,9,2,R0,FP,0.23236596108705518,11.330432337055369,8.969296872666247,330,82
working_memory,9,2,R0,fused,0.2622175714658977,11.357376629694528,9.059667285076552,330,82
working_memory,9,2,R0,equal_weight,0.27873996770116366,11.146553301555265,8.893524882281802,330,82
working_memory,9,3,R0,FC,0.19470533158347364,12.537032391880391,10.125870352747917,330,82
working_memory,9,3,R0,SC,0.3688432949801423,10.273753898831053,7.921130623496334,330,82
working_memory,9,3,R0,FP,0.1526776234091723,11.582074862442191,9.509894905150293,330,82
working_memory,9,3,R0,fused,0.25690136159609844,11.310758495101402,9.142807775446105,330,82
working_memory,9,3,R0,equal_weight,0.331678608494179,10.468082739647535,8.400102892502575,330,82
working_memory,9,4,R0,FC,0.4123111561603514,11.445551920133278,8.947898240032533,330,82
working_memory,9,4,R0,SC,0.07057523891936293,12.545669637062916,10.183469945108932,330,82
working_memory,9,4,R0,FP,0.41279310186399265,11.401747424380536,8.917798393494847,330,82
working_memory,9,4,R0,fused,0.1905022221283493,11.722524059137431,9.622472007442802,330,82
working_memory,9,4,R0,equal_weight,0.33462363848367516,11.01054981168041,9.026319443617105,330,82
working_memory,0,0,R1,FC,0.1096029516007761,12.547446463935351,10.392120054882012,329,83
working_memory,0,0,R1,SC,0.023785645476149364,10.857320783613266,8.995294779982327,329,83
working_memory,0,0,R1,FP,0.19647927141744811,10.434480636178526,8.754485183102037,329,83
working_memory,0,0,R1,fused,0.18150781171657412,9.953708897125875,8.28235682146548,329,83
working_memory,0,0,R1,equal_weight,0.14978626781678522,9.924485259496954,8.264164086626755,329,83
working_memory,0,1,R1,FC,0.2237641420265108,12.214787373731113,10.129159698366971,329,83
working_memory,0,1,R1,SC,0.21558221350616558,11.216293245520712,8.864305298276777,329,83
working_memory,0,1,R1,FP,0.18577704988067403,11.449049495043594,9.287734032482215,329,83
working_memory,0,1,R1,fused,0.21011026114968073,11.107456205200668,8.969329674853673,329,83
working_memory,0,1,R1,equal_weight,0.2515941066206182,10.71851028626708,8.594326278753782,329,83
working_memory,0,2,R1,FC,0.1685160003819302,13.299255478325943,10.101068328393021,330,82
working_memory,0,2,R1,SC,0.2031359119450421,12.176341208668152,9.596286342811371,330,82
working_memory,0,2,R1,FP,0.16938589152001737,13.237791924970402,10.064434071029517,330,82
working_memory,0,2,R1,fused,0.2203258785519323,12.108116520564531,9.190667007114975,330,82
working_memory,0,2,R1,equal_weight,0.2381391855340399,11.860104853334011,9.062665262305279,330,82
working_memory,0,3,R1,FC,0.41148067169408975,11.0103425177745,9.358325458676655,330,82
working_memory,0,3,R1,SC,0.13368703342062013,11.896707163315615,9.864810877442466,330,82
working_memory,0,3,R1,FP,0.4377431809468766,10.297719669166673,8.79350211590495,330,82
working_memory,0,3,R1,fused,0.41379124564246383,10.426016693213032,8.961099740064563,330,82
working_memory,0,3,R1,equal_weight,0.3697081715527812,10.632949799114705,9.104883268604215,330,82
working_memory,0,4,R1,FC,0.29188663649529883,13.756908616324663,11.435498620341678,330,82
working_memory,0,4,R1,SC,0.1966043792971892,13.798974767477036,11.040710069044442,330,82
working_memory,0,4,R1,FP,0.3393183256371627,12.92529324367363,10.71693423447126,330,82
working_memory,0,4,R1,fused,0.3645622629850028,12.748525651697364,10.617458230213966,330,82
working_memory,0,4,R1,equal_weight,0.3554881654593863,12.841477969613983,10.637425251421849,330,82
working_memory,1,0,R1,FC,0.48838527459024383,10.523026081139273,9.017446374058048,329,83
working_memory,1,0,R1,SC,0.26691832496707435,11.031901405780012,9.140436510853709,329,83
working_memory,1,0,R1,FP,0.5052481462587384,9.69442170755156,8.14211538428116,329,83
working_memory,1,0,R1,fused,0.4475729906814978,10.04623266414209,8.538997172606763,329,83
working_memory,1,0,R1,equal_weight,0.4967240595377963,9.781279807127616,8.331339754510704,329,83
working_memory,1,1,R1,FC,0.13260232716977488,13.340319199044513,10.494777683755485,329,83
working_memory,1,1,R1,SC,-0.003393335705033279,13.012315515617694,10.47765455802252,329,83
working_memory,1,1,R1,FP,0.1235334274299673,12.499277178102126,10.125600794299933,329,83
working_memory,1,1,R1,fused,0.0941115315124907,12.205825200604622,9.948780304082453,329,83
working_memory,1,1,R1,equal_weight,0.0799639114201283,12.238087985404023,9.956157899717299,329,83
working_memory,1,2,R1,FC,0.1814001034684659,12.611181733902807,10.417508403277436,330,82
working_memory,1,2,R1,SC,0.05647282272038237,12.679914024361944,10.68263963552131,330,82
working_memory,1,2,R1,FP,0.254523641263977,11.36537502390263,9.617401945366138,330,82
working_memory,1,2,R1,fused,0.1606944003994999,11.679811649163746,9.94221354861483,330,82
working_memory,1,2,R1,equal_weight,0.18774521718291237,11.522537415631005,9.830788974996272,330,82
working_memory,1,3,R1,FC,0.26801576748319283,12.698931716448344,10.359787936362123,330,82
working_memory,1,3,R1,SC,0.12882725845007922,12.657428014429508,10.178328044481805,330,82
working_memory,1,3,R1,FP,0.2688767026446821,12.66117187286566,10.316930195869459,330,82
working_memory,1,3,R1,fused,0.2737362078145567,12.180754679081112,9.92988983966068,330,82
working_memory,1,3,R1,equal_weight,0.2605627539470408,11.901254627373772,9.65306323185613,330,82
working_memory,1,4,R1,FC,0.25915044405047016,11.584411086891313,8.701619924197324,330,82
working_memory,1,4,R1,SC,0.1880710165876515,11.300480125656815,8.86949953956614,330,82
working_memory,1,4,R1,FP,0.31655298654292535,10.587709541268483,8.088440002793867,330,82
working_memory,1,4,R1,fused,0.3300161201808446,10.326050363231538,8.029238378923187,330,82
working_memory,1,4,R1,equal_weight,0.3112229436415668,10.38333899525736,8.136718993073824,330,82
working_memory,2,0,R1,FC,0.33633522058744836,12.801379231240663,10.585895526824556,329,83
working_memory,2,0,R1,SC,0.14680313951390953,12.773319090568899,10.7992868901525,329,83
working_memory,2,0,R1,FP,0.33869906639818514,12.714566330363143,10.510918674031881,329,83
working_memory,2,0,R1,fused,0.3449048637888086,12.263145134569982,10.035475092160125,329,83
working_memory,2,0,R1,equal_weight,0.33865577038867334,11.826231052012451,9.63149533416433,329,83
working_memory,2,1,R1,FC,0.36602557910438005,11.46037854755019,9.36400566789761,329,83
working_memory,2,1,R1,SC,0.19298499084545145,11.47370910974906,9.329511076590814,329,83
working_memory,2,1,R1,FP,0.38618555330142745,10.397958563217351,8.388473434827112,329,83
working_memory,2,1,R1,fused,0.40030037107749755,10.18274215824885,8.332627196425785,329,83
working_memory,2,1,R1,equal_weight,0.3734091115870262,10.27659185160399,8.573384541528643,329,83
working_memory,2,2,R1,FC,0.26177983450531245,13.097718345761852,10.185070601357069,330,82
working_memory,2,2,R1,SC,0.13045294930776022,12.15196265514668,9.602792313882993,330,82
